date,ticker,value
01/09/2019,GLC,2.0913088282
01/10/2019,GLC,2.0913088282
01/11/2019,GLC,2.0913088282
01/14/2019,GLC,2.0913088282
01/15/2019,GLC,2.0913088282
01/16/2019,GLC,2.0913088282
01/17/2019,GLC,2.0913088282
01/18/2019,GLC,2.0913088282
01/21/2019,GLC,2.0913088282
01/22/2019,GLC,2.0913088282
01/23/2019,GLC,2.0913088282
01/24/2019,GLC,2.0913088282
01/25/2019,GLC,2.0913088282
01/28/2019,GLC,2.300439711
01/29/2019,GLC,2.1331350048
01/30/2019,GLC,2.1331350048
01/31/2019,GLC,2.446831329
02/01/2019,GLC,2.446831329
02/11/2019,GLC,2.446831329
02/12/2019,GLC,2.446831329
02/13/2019,GLC,2.446831329
02/14/2019,GLC,2.446831329
02/15/2019,GLC,2.446831329
02/18/2019,GLC,2.446831329
02/19/2019,GLC,2.446831329
02/20/2019,GLC,2.446831329
02/21/2019,GLC,2.446831329
02/22/2019,GLC,2.446831329
02/25/2019,GLC,2.446831329
02/26/2019,GLC,2.446831329
02/27/2019,GLC,2.446831329
02/28/2019,GLC,2.446831329
03/01/2019,GLC,2.446831329
03/04/2019,GLC,2.446831329
03/05/2019,GLC,2.446831329
03/06/2019,GLC,2.446831329
03/07/2019,GLC,2.446831329
03/08/2019,GLC,2.446831329
03/11/2019,GLC,2.446831329
03/12/2019,GLC,2.446831329
03/13/2019,GLC,2.446831329
03/14/2019,GLC,2.446831329
03/15/2019,GLC,2.446831329
03/18/2019,GLC,2.446831329
03/19/2019,GLC,2.446831329
03/20/2019,GLC,2.446831329
03/21/2019,GLC,2.446831329
03/22/2019,GLC,2.446831329
03/25/2019,GLC,2.446831329
03/26/2019,GLC,2.446831329
03/27/2019,GLC,2.446831329
03/28/2019,GLC,2.446831329
03/29/2019,GLC,2.446831329
04/01/2019,GLC,2.446831329
04/02/2019,GLC,2.446831329
04/03/2019,GLC,2.446831329
04/04/2019,GLC,2.446831329
04/05/2019,GLC,2.446831329
04/08/2019,GLC,2.446831329
04/09/2019,GLC,2.446831329
04/10/2019,GLC,2.446831329
04/11/2019,GLC,2.446831329
04/12/2019,GLC,2.446831329
04/16/2019,GLC,2.446831329
04/17/2019,GLC,2.446831329
04/18/2019,GLC,2.446831329
04/19/2019,GLC,2.446831329
04/22/2019,GLC,2.446831329
04/23/2019,GLC,2.446831329
04/24/2019,GLC,2.446831329
04/25/2019,GLC,2.446831329
04/26/2019,GLC,2.446831329
05/02/2019,GLC,2.446831329
05/03/2019,GLC,2.446831329
05/06/2019,GLC,1.8273185942
05/07/2019,GLC,1.8273185942
05/08/2019,GLC,1.8273185942
