2023-04-28,837
2023-05-01,830
2023-05-02,830
2023-05-03,830
2023-05-04,820.78
2023-05-05,796.67
2023-05-08,809.22
2023-05-09,817.44
2023-05-10,823.89
2023-05-11,804.78
2023-05-12,794.44
2023-05-15,808
2023-05-16,816.56
2023-05-17,814
2023-05-18,827.78
2023-05-19,816
2023-05-22,812.67
2023-05-23,802.89
2023-05-24,788.44
2023-05-25,775.33
2023-05-26,767.78
2023-05-29,791.11
2023-05-30,801.89
2023-05-31,786.44
2023-06-01,804
2023-06-02,817.56
2023-06-05,831.78
2023-06-06,840.89
2023-06-07,845.44
2023-06-08,857.67
2023-06-09,867.67
2023-06-12,858.22
2023-06-13,855.56
2023-06-14,861
2023-06-15,877
2023-06-16,868.44
2023-06-19,877.11
2023-06-20,873.56
2023-06-21,867.22
2023-06-22,867.22
2023-06-23,867.22
2023-06-26,858.56
2023-06-27,869
2023-06-28,886.33
2023-06-29,892.56
2023-06-30,897.22
2023-07-03,885.67
2023-07-04,886.67
2023-07-05,883
2023-07-06,893.56
2023-07-07,890.11
2023-07-10,878.11
2023-07-11,870.56
2023-07-12,877.67
2023-07-13,889.22
2023-07-14,900.33
2023-07-17,892.78
2023-07-18,893.89
2023-07-19,898.22
2023-07-20,900.56
