2023-04-28,2186
2023-05-01,2186
2023-05-02,2186
2023-05-03,2186
2023-05-04,2086
2023-05-05,2086
2023-05-08,1986
2023-05-09,1986
2023-05-10,1986
2023-05-11,1896
2023-05-12,1896
2023-05-15,1896
2023-05-16,1896
2023-05-17,1896
2023-05-18,1896
2023-05-19,1846
2023-05-22,1846
2023-05-23,1846
2023-05-24,1846
2023-05-25,1846
2023-05-26,1846
2023-05-29,1796
2023-05-30,1796
2023-05-31,1796
2023-06-01,1796
2023-06-02,1746
2023-06-05,1746
2023-06-06,1746
2023-06-07,1746
2023-06-08,1746
2023-06-09,1746
2023-06-12,1775
2023-06-13,1775
2023-06-14,1776.67
2023-06-15,1783.33
2023-06-16,1783.33
2023-06-19,1754
2023-06-20,1754
2023-06-21,1754
2023-06-22,1754
2023-06-23,1754
2023-06-26,1754
2023-06-27,1754
2023-06-28,1754
2023-06-29,1754
2023-06-30,1754
2023-07-03,1754
2023-07-04,1754
2023-07-05,1754
2023-07-06,1754
2023-07-07,1796
2023-07-10,1796
2023-07-11,1796
2023-07-12,1796
2023-07-13,1796
2023-07-14,1796
2023-07-17,1796
2023-07-18,1796
2023-07-19,1878.33
2023-07-20,1878.33
