2023-04-28,218.33
2023-05-01,218.33
2023-05-02,218.33
2023-05-03,218.33
2023-05-04,218.33
2023-05-05,215
2023-05-08,210
2023-05-09,210
2023-05-10,210
2023-05-11,196
2023-05-12,196
2023-05-15,196
2023-05-16,192
2023-05-17,192
2023-05-18,192
2023-05-19,192
2023-05-22,188
2023-05-23,188
2023-05-24,188
2023-05-25,188
2023-05-26,188
2023-05-29,188
2023-05-30,182
2023-05-31,182
2023-06-01,182
2023-06-02,182
2023-06-05,182
2023-06-06,182
2023-06-07,182
2023-06-08,182
2023-06-09,182
2023-06-12,182
2023-06-13,182
2023-06-14,186
2023-06-15,186
2023-06-16,186
2023-06-19,196
2023-06-20,196
2023-06-21,196
2023-06-22,196
2023-06-23,196
2023-06-26,196
2023-06-27,196
2023-06-28,196
2023-06-29,196
2023-06-30,192
2023-07-03,188
2023-07-04,188
2023-07-05,188
2023-07-06,188
2023-07-07,178
2023-07-10,178
2023-07-11,178
2023-07-12,178
2023-07-13,178
2023-07-14,174
2023-07-17,162
2023-07-18,158
2023-07-19,156
2023-07-20,154
