2023-04-28,5126
2023-05-01,5126
2023-05-02,5126
2023-05-03,5126
2023-05-04,4986
2023-05-05,4934
2023-05-08,4920
2023-05-09,4910
2023-05-10,4814
2023-05-11,4694
2023-05-12,4588
2023-05-15,4398
2023-05-16,4338
2023-05-17,4238
2023-05-18,4138
2023-05-19,4128
2023-05-22,4174
2023-05-23,4174
2023-05-24,4200
2023-05-25,4250
2023-05-26,4270
2023-05-29,4190
2023-05-30,4160
2023-05-31,4114
2023-06-01,4114
2023-06-02,4040
2023-06-05,4090
2023-06-06,4090
2023-06-07,4090
2023-06-08,4060
2023-06-09,3984
2023-06-12,3856
2023-06-13,3856
2023-06-14,3906
2023-06-15,3936
2023-06-16,3946
2023-06-19,3904
2023-06-20,3840
2023-06-21,3796
2023-06-22,3796
2023-06-23,3796
2023-06-26,3868
2023-06-27,3838
2023-06-28,3784
2023-06-29,3790
2023-06-30,3800
2023-07-03,3860
2023-07-04,3880
2023-07-05,3860
2023-07-06,3860
2023-07-07,3860
2023-07-10,3840
2023-07-11,3840
2023-07-12,3850
2023-07-13,3850
2023-07-14,3886
2023-07-17,3906
2023-07-18,3918
2023-07-19,3950
2023-07-20,3960
