2023-04-28,959.38
2023-05-01,959.38
2023-05-02,959.38
2023-05-03,959.38
2023-05-04,959.38
2023-05-05,959.38
2023-05-08,959.38
2023-05-09,959.38
2023-05-10,955.62
2023-05-11,955.62
2023-05-12,946.25
2023-05-15,944.38
2023-05-16,940
2023-05-17,940
2023-05-18,940
2023-05-19,935.62
2023-05-22,935.62
2023-05-23,933.12
2023-05-24,925.62
2023-05-25,920.62
2023-05-26,920.62
2023-05-29,891.88
2023-05-30,888.12
2023-05-31,866.88
2023-06-01,849.38
2023-06-02,849.38
2023-06-05,830.62
2023-06-06,830.62
2023-06-07,838.12
2023-06-08,849.38
2023-06-09,849.38
2023-06-12,794.17
2023-06-13,778.83
2023-06-14,768.83
2023-06-15,768.83
2023-06-16,783.83
2023-06-19,795
2023-06-20,815.83
2023-06-21,824.17
2023-06-22,824.17
2023-06-23,824.17
2023-06-26,835
2023-06-27,824.17
2023-06-28,811.67
2023-06-29,827.5
2023-06-30,832.5
2023-07-03,840.83
2023-07-04,840.83
2023-07-05,843.33
2023-07-06,847.5
2023-07-07,857.5
2023-07-10,876.67
2023-07-11,876.67
2023-07-12,862.5
2023-07-13,862.5
2023-07-14,842.5
2023-07-17,842.5
2023-07-18,850
2023-07-19,870
2023-07-20,881.67
