2023-04-28,2848
2023-05-01,2848
2023-05-02,2848
2023-05-03,2848
2023-05-04,2818
2023-05-05,2818
2023-05-08,2818
2023-05-09,2792
2023-05-10,2774
2023-05-11,2774
2023-05-12,2752
2023-05-15,2732
2023-05-16,2722
2023-05-17,2722
2023-05-18,2726
2023-05-19,2742
2023-05-22,2744
2023-05-23,2750
2023-05-24,2764
2023-05-25,2764
2023-05-26,2764
2023-05-29,2764
2023-05-30,2770
2023-05-31,2772
2023-06-01,2772
2023-06-02,2788
2023-06-05,2784
2023-06-06,2784
2023-06-07,2784
2023-06-08,2790
2023-06-09,2790
2023-06-12,2790
2023-06-13,2778
2023-06-14,2772
2023-06-15,2772
2023-06-16,2772
2023-06-19,2766
2023-06-20,2766
2023-06-21,2760
2023-06-22,2760
2023-06-23,2760
2023-06-26,2760
2023-06-27,2788
2023-06-28,2788
2023-06-29,2798
2023-06-30,2802
2023-07-03,2806
2023-07-04,2806
2023-07-05,2806
2023-07-06,2806
2023-07-07,2806
2023-07-10,2792
2023-07-11,2796
2023-07-12,2796
2023-07-13,2796
2023-07-14,2796
2023-07-17,2796
2023-07-18,2794
2023-07-19,2794
2023-07-20,2794
